case_reference,referral_date,clean_summary,summary,Service,keyword_group,tier_1,tier_2,Tier_2_full_names,tier2_consolidated_description,num_tier_1,num_tier_2,summary_length,summary_word_count,keywords_list,sample_weight,label_issue_count,has_label_issue,cleanlab_issue_count,cleanlab_avg_quality,cleanlab_min_quality,cleanlab_has_issue
CFPB-2027-02137,2023-10-12,Company has closed consumer's account and refuses further communication,"Consumer summary:
I am seeking resolution for account closure denied with Nelnet on my payday loan or personal loan. The company has failed to honor their commitments and obligations. Multiple complaints to their customer service department have gone unresolved. I have exhausted all internal dispute mechanisms with no satisfactory outcome.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Payday loan or personal loan,"['Account management', 'Consumer protection']",Account management,Account closure denied,Unable to close account despite multiple requests,Account closure denied,1,1,764,103,['Account closure denied'],1.603579929836126,1,True,0,0.8678287159368552,0.414592200834417,False
CFPB-2027-02138,2024-05-14,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
I purchased/opened mortgage with TD Bank expecting professional service. Instead, I encountered data compromise that the company refuses to properly address. Their customer service is inadequate, their policies are unclear, and their resolution process is broken. I am left with no option but to file this formal complaint.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Mortgage,"['Fraud and security', 'Consumer protection', 'Security and fraud', 'Billing and fees']",Fraud and security,"Data compromise, Account breach, Fraudulent charges","Personal data compromised due to company breach, Account accessed by unauthorized party, Unauthorized charges not removed from account",Data compromise Account breach Fraudulent charges,1,3,781,107,"['Data compromise', 'Account breach', 'Fraudulent charges']",1.552381259012841,2,True,1,0.9535389965208819,0.5098569260603558,True
CFPB-2027-02139,2024-07-12,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
I have been a customer of Great Lakes for several years with my payday loan or personal loan. Identity theft not resolved issue has persisted despite multiple attempts to resolve. I contacted customer service on several occasions but received inconsistent information. The company representative promised to investigate but never followed up. I have documentation proving my position but the company refuses to acknowledge it.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Payday loan or personal loan,"['Fraud and security', 'Consumer protection', 'Security and fraud']",Fraud and security,Identity theft not resolved,Identity theft reported but company not cooperating,Identity theft not resolved,1,1,904,126,['Identity theft not resolved'],0.814561302329928,0,False,0,0.8864121493748865,0.8057830761113481,False
CFPB-2027-02140,2025-08-30,Company has closed consumer's account and refuses further communication,"Consumer summary:
I have been a customer of Wells Fargo for several years with my payday loan or personal loan. Investigation not conducted issue has persisted despite multiple attempts to resolve. I contacted customer service on several occasions but received inconsistent information. The company representative promised to investigate but never followed up. I have documentation proving my position but the company refuses to acknowledge it.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of investigation not conducted. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Payday loan or personal loan,"['Credit reporting', 'Consumer protection']",Credit reporting,"Investigation not conducted, Inaccurate information reported","Company failed to investigate consumer dispute, Incorrect or outdated information on credit report",Investigation not conducted Inaccurate information reported,1,2,899,124,"['Investigation not conducted', 'Inaccurate information reported']",1.966739618523067,0,False,1,0.9616789100931434,0.12994741620594885,True
CFPB-2027-02141,2025-11-11,Company has closed consumer's account and refuses further communication,"Consumer summary:
I have been a customer of US Bank for several years with my payday loan or personal loan. Payment not posted issue has persisted despite multiple attempts to resolve. I contacted customer service on several occasions but received inconsistent information. The company representative promised to investigate but never followed up. I have documentation proving my position but the company refuses to acknowledge it.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Cease all contact and remove negative reporting

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Payday loan or personal loan,"['Payment processing', 'Consumer protection']",Payment processing,"Payment not posted, Misapplied payment, Autopay malfunction","Payment made but not reflected in account, Payment applied to wrong account or balance, Automatic payment failed or charged incorrectly",Payment not posted Misapplied payment Autopay malfunction,1,3,848,116,"['Payment not posted', 'Misapplied payment', 'Autopay malfunction']",1.706642023383505,0,False,0,0.9126444092583449,0.8707461008497783,False
CFPB-2027-02142,2024-04-26,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
This complaint concerns fraudulent charges with Navy Federal Credit Union. My checking or savings account has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Complaint filed regarding checking or savings account account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Checking or savings account,"['Fraud and security', 'Consumer protection', 'Security and fraud', 'Billing and fees']",Fraud and security,Fraudulent charges,Unauthorized charges not removed from account,Fraudulent charges,1,1,860,117,['Fraudulent charges'],1.061942915584204,2,True,2,0.8655386180690506,0.2560746779363131,True
CFPB-2027-02143,2024-10-01,Company states they followed all applicable laws and regulations,"Consumer summary:
Citizens Bank has mishandled my vehicle loan or lease account resulting in identity theft not resolved. When I discovered this problem, I contacted them immediately but was given the runaround. Different departments blamed each other and no one took responsibility. The situation has deteriorated due to their incompetence and lack of action.

Provider response:
Company states they followed all applicable laws and regulations

Resolution requested by consumer:
Cease all contact and remove negative reporting

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Vehicle loan or lease,"['Fraud and security', 'Consumer protection', 'Security and fraud']",Fraud and security,Identity theft not resolved,Identity theft reported but company not cooperating,Identity theft not resolved,1,1,764,106,['Identity theft not resolved'],1.037744583064329,0,False,1,0.9255702209841351,0.27051834898964894,True
CFPB-2027-02144,2025-12-25,Company has closed consumer's account and refuses further communication,"Consumer summary:
I am filing this complaint regarding TD Bank's handling of my credit card or prepaid card. The unauthorized account opening problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Provide detailed explanation and documentation of all actions taken

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of unauthorized account opening. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Credit card or prepaid card,"['Account management', 'Consumer protection']",Account management,"Unauthorized account opening, Account closure denied, Missing statements","Account opened without consumer authorization, Unable to close account despite multiple requests, Statements not received or accessible online",Unauthorized account opening Account closure denied Missing statements,1,3,853,116,"['Unauthorized account opening', 'Account closure denied', 'Missing statements']",1.280775212807632,1,True,1,0.9385901139256729,0.21335125506558683,True
CFPB-2027-02145,2024-08-20,Company provided generic response without addressing specific concerns,"Consumer summary:
I have been a customer of Wells Fargo for several years with my credit reporting. Account closure denied issue has persisted despite multiple attempts to resolve. I contacted customer service on several occasions but received inconsistent information. The company representative promised to investigate but never followed up. I have documentation proving my position but the company refuses to acknowledge it.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Provide detailed explanation and documentation of all actions taken

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of account closure denied. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Credit reporting,"['Account management', 'Consumer protection']",Account management,Account closure denied,Unable to close account despite multiple requests,Account closure denied,1,1,892,121,['Account closure denied'],1.231800208541985,1,True,0,0.8614722056990033,0.22829076515299598,False
CFPB-2027-02146,2023-07-02,Company offered settlement but consumer finds it inadequate,"Consumer summary:
I have been a customer of Navy Federal Credit Union for several years with my vehicle loan or lease. Unauthorized disclosure issue has persisted despite multiple attempts to resolve. I contacted customer service on several occasions but received inconsistent information. The company representative promised to investigate but never followed up. I have documentation proving my position but the company refuses to acknowledge it.

Provider response:
Company offered settlement but consumer finds it inadequate

Resolution requested by consumer:
Cease all contact and remove negative reporting

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of unauthorized disclosure. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Vehicle loan or lease,"['Debt collection', 'Consumer protection']",Debt collection,Unauthorized disclosure,Debt information disclosed to unauthorized parties,Unauthorized disclosure,1,1,882,121,['Unauthorized disclosure'],1.501168915366952,0,False,1,0.8557710558541852,0.8438332532803594,True
CFPB-2027-02147,2023-08-22,Company claims account was properly managed according to terms and conditions,"Consumer summary:
After discovering monitoring failure on my vehicle loan or lease with Great Lakes, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of monitoring failure. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Vehicle loan or lease,"['Credit reporting', 'Consumer protection']",Credit reporting,"Monitoring failure, Dispute not processed","Credit monitoring service failed to alert consumer, Dispute submitted but not properly handled",Monitoring failure Dispute not processed,1,2,850,114,"['Monitoring failure', 'Dispute not processed']",1.175766679080926,0,False,0,0.8816400077394849,0.30312748871393286,False
CFPB-2027-02148,2023-12-10,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
I am seeking resolution for fee dispute unresolved with TD Bank on my debt collection. The company has failed to honor their commitments and obligations. Multiple complaints to their customer service department have gone unresolved. I have exhausted all internal dispute mechanisms with no satisfactory outcome.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Debt collection,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Fee dispute unresolved, Excessive interest","Fee dispute raised but not resolved by company, Interest rate increased without proper notification",Fee dispute unresolved Excessive interest,1,2,782,103,"['Fee dispute unresolved', 'Excessive interest']",1.346219217660392,0,False,1,0.8708200012955083,0.1934518055034429,True
CFPB-2027-02149,2024-04-10,Company claims account was properly managed according to terms and conditions,"Consumer summary:
My experience with M&T Bank regarding my vehicle loan or lease has been extremely frustrating. Monitoring failure has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Provide full refund for unauthorized or disputed charges

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Vehicle loan or lease,"['Credit reporting', 'Consumer protection']",Credit reporting,"Monitoring failure, Dispute not processed, Inaccurate information reported","Credit monitoring service failed to alert consumer, Dispute submitted but not properly handled, Incorrect or outdated information on credit report",Monitoring failure Dispute not processed Inaccurate information reported,1,3,767,103,"['Monitoring failure', 'Dispute not processed', 'Inaccurate information reported']",0.552843230527322,2,True,1,0.9669299594476755,0.13429348665397675,True
CFPB-2027-02150,2025-02-24,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
My experience with FedLoan Servicing regarding my checking or savings account has been extremely frustrating. Payment not posted has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Provide detailed explanation and documentation of all actions taken

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to payment not posted which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Checking or savings account,"['Payment processing', 'Consumer protection']",Payment processing,"Payment not posted, Misapplied payment","Payment made but not reflected in account, Payment applied to wrong account or balance",Payment not posted Misapplied payment,1,2,831,111,"['Payment not posted', 'Misapplied payment']",1.947436499423278,2,True,1,0.8508434162720825,0.2187963025626041,True
CFPB-2027-02151,2025-02-08,Company provided generic response without addressing specific concerns,"Consumer summary:
This complaint concerns monitoring failure with Fifth Third Bank. My credit card or prepaid card has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Compensate for damages caused by company's mishandling

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Credit card or prepaid card,"['Credit reporting', 'Consumer protection']",Credit reporting,Monitoring failure,Credit monitoring service failed to alert consumer,Monitoring failure,1,1,828,109,['Monitoring failure'],1.427907370479083,2,True,2,0.9793081444458165,0.6704881881158504,True
CFPB-2027-02152,2023-07-07,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
I am filing this complaint regarding TD Bank's handling of my consumer loan. The undisclosed fees problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Update credit report to reflect accurate information

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Consumer loan,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Undisclosed fees, Excessive interest, Unjustified penalties","Fees charged without prior disclosure or consent, Interest rate increased without proper notification, Penalty charges applied incorrectly or excessively",Undisclosed fees Excessive interest Unjustified penalties,1,3,773,104,"['Undisclosed fees', 'Excessive interest', 'Unjustified penalties']",1.804127730363928,2,True,0,0.9459372863600236,0.2349391962497711,False
CFPB-2027-02153,2025-11-06,Company refuses to provide documentation requested by consumer,"Consumer summary:
This complaint concerns undisclosed fees with Ally Bank. My credit card or prepaid card has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Credit card or prepaid card,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,Undisclosed fees,Fees charged without prior disclosure or consent,Undisclosed fees,1,1,844,115,['Undisclosed fees'],1.976647068829648,0,False,0,0.9246475802539561,0.25621882457246165,False
CFPB-2027-02154,2025-11-06,Company claims account was properly managed according to terms and conditions,"Consumer summary:
FedLoan Servicing has mishandled my credit card or prepaid card account resulting in investigation not conducted. When I discovered this problem, I contacted them immediately but was given the runaround. Different departments blamed each other and no one took responsibility. The situation has deteriorated due to their incompetence and lack of action.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Credit card or prepaid card,"['Credit reporting', 'Consumer protection']",Credit reporting,"Investigation not conducted, Dispute not processed, Inaccurate information reported","Company failed to investigate consumer dispute, Dispute submitted but not properly handled, Incorrect or outdated information on credit report",Investigation not conducted Dispute not processed Inaccurate information reported,1,3,832,111,"['Investigation not conducted', 'Dispute not processed', 'Inaccurate information reported']",1.801258705454387,0,False,0,0.9383696315317716,0.6169478153750642,False
CFPB-2027-02155,2023-05-02,Company offered settlement but consumer finds it inadequate,"Consumer summary:
This complaint concerns account breach with Experian. My credit reporting has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company offered settlement but consumer finds it inadequate

Resolution requested by consumer:
Provide full refund for unauthorized or disputed charges

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Credit reporting,"['Fraud and security', 'Consumer protection']",Fraud and security,Account breach,Account accessed by unauthorized party,Account breach,1,1,796,105,['Account breach'],1.651598359442586,1,True,0,0.8783736393464473,0.3852592817604678,False
CFPB-2027-02156,2023-02-24,Company claims account was properly managed according to terms and conditions,"Consumer summary:
I purchased/opened debt collection with Citizens Bank expecting professional service. Instead, I encountered fraudulent charges that the company refuses to properly address. Their customer service is inadequate, their policies are unclear, and their resolution process is broken. I am left with no option but to file this formal complaint.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Debt collection,"['Fraud and security', 'Consumer protection', 'Security and fraud', 'Billing and fees']",Fraud and security,Fraudulent charges,Unauthorized charges not removed from account,Fraudulent charges,1,1,792,107,['Fraudulent charges'],0.842858820871506,0,False,2,0.8807138434484901,0.5687804715792749,True
CFPB-2027-02157,2025-05-19,Company has closed consumer's account and refuses further communication,"Consumer summary:
This is regarding ongoing false debt claims issues with my money transfer or virtual currency serviced by Synchrony. I have made good faith efforts to resolve this matter directly with the company. They have been unresponsive to my concerns and continue practices that harm consumers. Their business conduct is unethical and potentially illegal.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of false debt claims. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Money transfer or virtual currency,"['Debt collection', 'Consumer protection']",Debt collection,"False debt claims, Abusive contact, Unauthorized disclosure","Collector claiming debt not owed by consumer, Harassment or threatening communication from collector, Debt information disclosed to unauthorized parties",False debt claims Abusive contact Unauthorized disclosure,1,3,823,114,"['False debt claims', 'Abusive contact', 'Unauthorized disclosure']",1.346304033487376,2,True,2,0.8550961759814101,0.44184822934562035,True
CFPB-2027-02158,2023-12-14,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
After discovering payment not posted on my debt collection with Huntington Bank, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of payment not posted. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Debt collection,"['Payment processing', 'Consumer protection']",Payment processing,Payment not posted,Payment made but not reflected in account,Payment not posted,1,1,826,113,['Payment not posted'],1.978122954106137,0,False,0,0.9670034351788104,0.4518986022237551,False
CFPB-2027-02159,2024-12-21,Company refuses to provide documentation requested by consumer,"Consumer summary:
This is regarding ongoing missing statements issues with my consumer loan serviced by TD Bank. I have made good faith efforts to resolve this matter directly with the company. They have been unresponsive to my concerns and continue practices that harm consumers. Their business conduct is unethical and potentially illegal.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Provide full refund for unauthorized or disputed charges

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Consumer loan,"['Account management', 'Consumer protection']",Account management,"Missing statements, Unauthorized account opening","Statements not received or accessible online, Account opened without consumer authorization",Missing statements Unauthorized account opening,1,2,779,105,"['Missing statements', 'Unauthorized account opening']",1.786515831361474,0,False,0,0.9392186071064813,0.06925296909309006,False
CFPB-2027-02160,2025-05-28,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
My experience with Great Lakes regarding my vehicle loan or lease has been extremely frustrating. Misapplied payment has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to misapplied payment which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Vehicle loan or lease,"['Payment processing', 'Consumer protection']",Payment processing,"Misapplied payment, Autopay malfunction","Payment applied to wrong account or balance, Automatic payment failed or charged incorrectly",Misapplied payment Autopay malfunction,1,2,798,107,"['Misapplied payment', 'Autopay malfunction']",1.539711440506229,0,False,2,0.9507047576078598,0.4790960649317674,True
CFPB-2027-02161,2023-06-07,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
This is regarding ongoing unauthorized account opening issues with my credit card or prepaid card serviced by Citizens Bank. I have made good faith efforts to resolve this matter directly with the company. They have been unresponsive to my concerns and continue practices that harm consumers. Their business conduct is unethical and potentially illegal.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Credit card or prepaid card,"['Account management', 'Consumer protection']",Account management,"Unauthorized account opening, Missing statements, Account closure denied","Account opened without consumer authorization, Statements not received or accessible online, Unable to close account despite multiple requests",Unauthorized account opening Missing statements Account closure denied,1,3,816,113,"['Unauthorized account opening', 'Missing statements', 'Account closure denied']",0.896508171375848,0,False,2,0.9088000959727804,0.3043963791091383,True
CFPB-2027-02162,2023-05-12,Company provided generic response without addressing specific concerns,"Consumer summary:
After discovering unable to access funds on my debt collection with PNC Bank, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Provide detailed explanation and documentation of all actions taken

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to unable to access funds which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Debt collection,"['Account management', 'Consumer protection']",Account management,"Unable to access funds, Account closure denied, Unauthorized account opening","Funds frozen or held without explanation, Unable to close account despite multiple requests, Account opened without consumer authorization",Unable to access funds Account closure denied Unauthorized account opening,1,3,856,113,"['Unable to access funds', 'Account closure denied', 'Unauthorized account opening']",1.734795396214338,0,False,2,0.8549218823184274,0.6351110358165313,True
CFPB-2027-02163,2023-06-23,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
This complaint concerns autopay malfunction with US Bank. My checking or savings account has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Cease all contact and remove negative reporting

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of autopay malfunction. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Checking or savings account,"['Payment processing', 'Consumer protection']",Payment processing,"Autopay malfunction, Misapplied payment, Payment not posted","Automatic payment failed or charged incorrectly, Payment applied to wrong account or balance, Payment made but not reflected in account",Autopay malfunction Misapplied payment Payment not posted,1,3,820,114,"['Autopay malfunction', 'Misapplied payment', 'Payment not posted']",0.62004243847236,0,False,0,0.8954796191062909,0.687729640959037,False
CFPB-2027-02164,2025-10-05,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
This complaint concerns false debt claims with Barclays. My debt collection has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Compensate for damages caused by company's mishandling

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Debt collection,"['Debt collection', 'Consumer protection']",Debt collection,"False debt claims, Unauthorized disclosure","Collector claiming debt not owed by consumer, Debt information disclosed to unauthorized parties",False debt claims Unauthorized disclosure,1,2,783,105,"['False debt claims', 'Unauthorized disclosure']",1.829142150928466,2,True,2,0.8805111088147425,0.46802835953457955,True
CFPB-2027-02165,2025-11-03,Company has closed consumer's account and refuses further communication,"Consumer summary:
I am filing this complaint regarding Chase's handling of my credit card or prepaid card. The misapplied payment problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Implement requested changes and prevent future occurrences

Information provided by the CFPB:
Complaint filed regarding credit card or prepaid card account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Credit card or prepaid card,"['Payment processing', 'Consumer protection']",Payment processing,"Misapplied payment, Incorrect payment reversal","Payment applied to wrong account or balance, Valid payment reversed without authorization",Misapplied payment Incorrect payment reversal,1,2,840,111,"['Misapplied payment', 'Incorrect payment reversal']",0.820151960231911,1,True,1,0.967953956224243,0.9054753843825474,True
CFPB-2027-02166,2023-06-07,Company claims account was properly managed according to terms and conditions,"Consumer summary:
After discovering inaccurate information reported on my money transfer or virtual currency with TransUnion, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Money transfer or virtual currency,"['Credit reporting', 'Consumer protection']",Credit reporting,Inaccurate information reported,Incorrect or outdated information on credit report,Inaccurate information reported,1,1,845,109,['Inaccurate information reported'],0.565428457443804,0,False,2,0.8937776050576989,0.7899990353419125,True
CFPB-2027-02167,2023-09-05,Company provided generic response without addressing specific concerns,"Consumer summary:
This complaint concerns payment not posted with Cavalry Portfolio. My debt collection has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Implement requested changes and prevent future occurrences

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Debt collection,"['Payment processing', 'Consumer protection']",Payment processing,"Payment not posted, Autopay malfunction","Payment made but not reflected in account, Automatic payment failed or charged incorrectly",Payment not posted Autopay malfunction,1,2,843,111,"['Payment not posted', 'Autopay malfunction']",1.315064855922704,0,False,0,0.9377363378838509,0.32753384172455635,False
